starttime,start station id
28.0,33
77.0,61
106.0,55
147.0,55
224.0,108
245.0,5
300.0,102
348.0,118
683.0,38
773.0,21
781.0,110
783.0,110
1251.0,100
1539.0,60
1896.0,43
2011.0,23
2489.0,42
2505.0,30
2545.0,68
2622.0,141
2663.0,73
2670.0,108
2727.0,125
2775.0,71
2824.0,71
2833.0,132
2926.0,54
2969.0,71
3085.0,12
3391.0,69
3691.0,68
3771.0,81
3778.0,81
3832.0,45
3875.0,88
4229.0,96
5144.0,14
5294.0,107
5597.0,66
5765.0,40
5842.0,97
5994.0,73
6201.0,91
6415.0,14
7333.0,33
7656.0,109
8217.0,47
8254.0,47
8271.0,47
8936.0,43
9196.0,43
9206.0,43
9383.0,54
9694.0,41
9755.0,46
10065.0,22
10078.0,22
10107.0,22
10977.0,104
14046.0,109
15949.0,32
16486.0,46
16545.0,66
16876.0,6
17086.0,13
17938.0,115
18247.0,21
18419.0,82
18482.0,60
18516.0,71
18574.0,121
18719.0,82
18974.0,100
18985.0,113
19041.0,30
19344.0,45
19368.0,16
19446.0,22
19520.0,67
19698.0,57
19711.0,125
19919.0,6
19981.0,68
20011.0,94
20038.0,40
20080.0,9
20142.0,120
20299.0,105
20495.0,66
20591.0,131
20740.0,66
20753.0,13
20800.0,47
20874.0,40
20907.0,40
20924.0,57
20944.0,129
20960.0,47
20990.0,57
21055.0,104
21084.0,25
21149.0,98
21156.0,12
21269.0,40
21288.0,36
21295.0,6
21408.0,120
21445.0,128
21523.0,87
21561.0,88
21601.0,19
21633.0,78
21646.0,67
21708.0,39
21714.0,6
21761.0,115
21847.0,12
21851.0,69
21875.0,103
21884.0,23
21958.0,46
21966.0,4
22012.0,17
22012.0,100
22046.0,58
22077.0,106
22091.0,20
22131.0,26
22158.0,52
22247.0,100
22346.0,149
22416.0,8
22444.0,109
22452.0,52
22471.0,55
22479.0,109
22525.0,114
22532.0,133
22568.0,109
22580.0,25
22597.0,20
22598.0,41
22601.0,122
22603.0,12
22611.0,30
22617.0,94
22666.0,98
22677.0,22
22699.0,124
22754.0,19
22760.0,44
22766.0,25
22779.0,109
22791.0,132
22836.0,16
22846.0,109
22849.0,22
22853.0,52
22863.0,40
22896.0,52
22940.0,41
22986.0,96
22992.0,78
23015.0,61
23064.0,26
23088.0,61
23100.0,33
23113.0,70
23140.0,63
23160.0,71
23189.0,40
23210.0,59
23237.0,114
23275.0,90
23294.0,121
23300.0,103
23337.0,85
23340.0,33
23412.0,119
23435.0,27
23464.0,96
23467.0,22
23477.0,40
23490.0,67
23503.0,16
23545.0,98
23566.0,98
23576.0,103
23578.0,109
23587.0,38
23642.0,21
23689.0,103
23700.0,39
23728.0,88
23775.0,38
23790.0,115
23795.0,99
23806.0,115
23815.0,25
23818.0,5
23823.0,115
23834.0,122
23869.0,129
23943.0,63
23943.0,39
23957.0,31
23972.0,22
23982.0,39
24006.0,94
24017.0,48
24018.0,151
24066.0,6
24078.0,40
24089.0,38
24103.0,67
24146.0,60
24153.0,39
24159.0,4
