stoptime,end station id
922.0,96
3911.0,91
4896.0,91
5873.0,91
5974.0,95
5967.0,96
6009.0,89
25875.0,80
26319.0,76
27944.0,67
29539.0,115
31176.0,68
31727.0,91
31666.0,107
35777.0,74
32574.0,67
33001.0,110
33459.0,76
33553.0,141
33883.0,110
34104.0,72
34481.0,74
34991.0,91
34891.0,115
35235.0,80
35138.0,96
35570.0,75
39253.0,97
39316.0,68
39313.0,96
36383.0,74
36956.0,80
37154.0,107
37027.0,80
37757.0,75
36643.0,67
37757.0,110
38007.0,72
38855.0,75
39019.0,67
42669.0,107
43027.0,110
43004.0,74
42475.0,115
40224.0,95
40307.0,80
40617.0,76
40657.0,84
40593.0,84
41375.0,141
39723.0,67
40170.0,108
42157.0,107
42738.0,91
41934.0,84
41379.0,107
42765.0,110
45891.0,115
46697.0,68
46660.0,88
43592.0,108
43507.0,76
43487.0,76
43212.0,76
43660.0,75
43906.0,80
44336.0,88
44591.0,67
45094.0,87
45248.0,74
45065.0,110
46053.0,110
45456.0,76
46326.0,105
45689.0,84
48045.0,67
48044.0,67
47894.0,88
48235.0,104
48213.0,104
47427.0,80
47560.0,80
47389.0,80
47600.0,80
48140.0,105
47846.0,67
48724.0,107
48255.0,96
49254.0,104
49216.0,104
49386.0,104
49004.0,67
49572.0,142
49481.0,87
49480.0,105
50014.0,142
53825.0,107
53157.0,118
51127.0,67
51281.0,107
50825.0,74
51667.0,68
51146.0,74
52453.0,67
53172.0,104
53244.0,104
52546.0,104
52360.0,75
51881.0,115
51857.0,115
52928.0,68
53035.0,91
53118.0,73
53070.0,73
52997.0,73
53157.0,96
53592.0,96
53650.0,76
53514.0,116
56784.0,75
57477.0,118
56655.0,67
57298.0,105
54967.0,73
56673.0,68
56563.0,68
55349.0,89
55553.0,117
55702.0,84
56174.0,74
56158.0,105
56292.0,95
56860.0,74
56447.0,105
56887.0,87
57068.0,67
60192.0,90
60230.0,90
60920.0,95
60927.0,117
61022.0,67
57798.0,75
60477.0,67
60473.0,67
60475.0,67
60498.0,67
58062.0,74
58095.0,88
58697.0,89
58303.0,96
58155.0,95
59624.0,107
59391.0,115
59396.0,115
59985.0,75
59190.0,75
59179.0,75
60158.0,67
59770.0,68
60705.0,75
60932.0,76
64618.0,67
64738.0,88
61433.0,80
61354.0,105
61680.0,84
61638.0,84
61872.0,84
62063.0,76
62449.0,107
62672.0,88
63414.0,76
63610.0,68
68275.0,80
64980.0,67
68261.0,105
68352.0,80
65750.0,68
65854.0,68
66092.0,116
66482.0,105
66752.0,107
66797.0,105
67175.0,91
67333.0,95
67004.0,110
71243.0,117
71705.0,75
71718.0,75
71407.0,110
69327.0,75
69625.0,88
69980.0,88
70093.0,108
69892.0,80
70446.0,96
70144.0,87
71386.0,96
71603.0,108
75426.0,91
74872.0,90
72011.0,91
72269.0,80
73153.0,76
74253.0,68
74641.0,73
74924.0,67
75782.0,75
75967.0,95
78616.0,88
79548.0,67
81229.0,72
81663.0,95
81659.0,116
81359.0,74
83226.0,107
83294.0,87
84325.0,88
83283.0,115
-1,-1
1307.0,80
1262.0,80
1770.0,75
990.0,115
1862.0,84
2642.0,67
3116.0,75
7173.0,67
4007.0,67
4261.0,116
3895.0,116
6294.0,91
9103.0,110
9564.0,75
10076.0,96
21949.0,76
23728.0,75
28769.0,67
32166.0,70
31774.0,141
30001.0,80
33439.0,80
34288.0,116
34264.0,116
34153.0,75
34517.0,80
34594.0,107
36159.0,80
37010.0,76
37810.0,91
38135.0,104
38577.0,107
38777.0,107
39736.0,96
40570.0,95
41366.0,67
41461.0,115
42136.0,80
43477.0,107
43573.0,84
43931.0,67
43644.0,97
43916.0,87
44298.0,68
44078.0,105
44990.0,73
50241.0,84
46962.0,107
47714.0,68
47878.0,68
48845.0,118
49389.0,96
49887.0,73
51367.0,74
51385.0,115
52001.0,67
52993.0,67
54984.0,67
57578.0,76
54886.0,116
55447.0,75
56082.0,87
57702.0,105
57689.0,80
58307.0,87
58906.0,68
64798.0,68
62242.0,96
61217.0,141
62703.0,116
63914.0,117
63836.0,68
68053.0,67
65478.0,67
67914.0,68
67780.0,105
71997.0,91
68828.0,110
68826.0,95
68709.0,73
69450.0,108
69594.0,67
70144.0,73
70560.0,74
70593.0,107
71326.0,75
75433.0,95
72773.0,75
73006.0,105
73829.0,75
74748.0,68
74414.0,76
78887.0,67
76765.0,91
78634.0,116
79740.0,95
80987.0,88
81074.0,110
82232.0,76
84584.0,95
-1,-1
103.0,95
360.0,68
669.0,145
1997.0,68
2151.0,75
2716.0,97
5140.0,95
18748.0,141
28627.0,76
28199.0,96
31398.0,76
31746.0,141
31869.0,75
32882.0,116
35464.0,105
33410.0,142
32734.0,80
37346.0,75
38471.0,104
39180.0,80
39647.0,68
42944.0,84
40005.0,67
39685.0,107
40229.0,95
40102.0,141
40707.0,67
40940.0,88
41346.0,87
41730.0,107
42355.0,70
42689.0,75
43629.0,76
44035.0,118
44058.0,90
44868.0,80
44650.0,105
45673.0,67
46133.0,80
45906.0,104
45918.0,89
46036.0,80
50128.0,76
49919.0,107
49157.0,74
49160.0,74
47906.0,90
48215.0,76
48076.0,80
48782.0,70
49344.0,116
48994.0,84
49289.0,67
49196.0,80
49390.0,73
50250.0,68
53799.0,67
53187.0,97
53192.0,97
50428.0,84
51056.0,90
51159.0,67
51349.0,67
51928.0,116
50920.0,110
52244.0,72
51048.0,73
51068.0,73
53125.0,75
53151.0,74
53110.0,80
53184.0,105
53254.0,84
53579.0,80
53608.0,68
56995.0,80
56210.0,116
54179.0,91
57532.0,105
54539.0,75
54602.0,74
54636.0,74
54570.0,84
57306.0,74
54255.0,76
55401.0,67
55605.0,116
55718.0,67
55770.0,80
55907.0,68
57152.0,67
57151.0,67
55838.0,80
56177.0,73
56566.0,68
54982.0,142
60914.0,68
60965.0,107
61081.0,75
60390.0,143
59909.0,70
59941.0,70
57681.0,116
58014.0,89
57963.0,75
58588.0,110
58753.0,72
58351.0,108
58899.0,105
58352.0,105
59474.0,108
59480.0,68
59814.0,96
59664.0,90
60156.0,74
59541.0,74
64301.0,97
64723.0,76
61311.0,67
61814.0,116
61996.0,88
61906.0,74
61917.0,74
62196.0,96
62435.0,74
62458.0,76
62988.0,75
62575.0,84
63308.0,90
63364.0,143
64464.0,74
64330.0,116
66137.0,80
67850.0,97
64937.0,104
68182.0,116
67935.0,91
65681.0,89
65698.0,80
66174.0,116
66068.0,76
66453.0,95
66307.0,88
66468.0,67
66807.0,68
67236.0,67
67607.0,76
67709.0,105
71943.0,74
68800.0,75
68835.0,74
68965.0,95
69351.0,107
69610.0,76
69680.0,90
69707.0,110
69985.0,68
70572.0,110
71019.0,76
71374.0,108
75190.0,141
72177.0,84
73793.0,140
73595.0,96
74172.0,115
74451.0,68
74925.0,88
78733.0,91
78409.0,115
78865.0,91
76064.0,91
78973.0,74
76263.0,88
76178.0,87
79130.0,95
77159.0,88
77101.0,68
77619.0,91
78438.0,87
78303.0,95
79879.0,75
80198.0,73
80960.0,88
81007.0,96
81355.0,87
81973.0,67
81128.0,118
82038.0,68
84094.0,68
84175.0,115
-1,-1
2280.0,118
2380.0,84
1058.0,118
2030.0,145
2742.0,105
2736.0,105
3988.0,105
6752.0,67
5993.0,68
5583.0,67
9380.0,80
14024.0,104
12109.0,76
12602.0,67
22603.0,73
23125.0,80
24841.0,67
26996.0,107
27146.0,96
32149.0,89
29374.0,67
30767.0,141
31433.0,91
31655.0,141
31511.0,68
31810.0,115
32909.0,80
32972.0,110
33833.0,70
33834.0,74
34610.0,88
35242.0,67
35444.0,76
39427.0,108
36393.0,74
36981.0,104
37924.0,75
37821.0,75
37804.0,80
38305.0,76
38031.0,105
38723.0,80
38825.0,84
42751.0,105
39715.0,74
40340.0,105
40503.0,75
41176.0,70
41234.0,80
41557.0,107
41562.0,68
41298.0,70
42423.0,68
45941.0,96
43215.0,74
46795.0,73
44053.0,67
44742.0,84
45093.0,75
45324.0,105
46365.0,89
47525.0,75
47647.0,96
47848.0,84
48157.0,74
48706.0,76
48674.0,84
49395.0,87
49513.0,107
49744.0,117
49867.0,73
49888.0,80
53984.0,74
50488.0,75
50418.0,72
53892.0,80
51090.0,107
51009.0,105
51433.0,74
51984.0,76
52598.0,73
52599.0,97
53178.0,75
56358.0,76
54356.0,75
54435.0,89
54228.0,67
55139.0,74
55812.0,75
56113.0,75
55459.0,104
56213.0,96
56328.0,116
56603.0,96
56710.0,80
60991.0,108
60266.0,68
60181.0,68
58079.0,74
58085.0,74
60070.0,115
64136.0,67
61742.0,117
62920.0,87
63977.0,91
64194.0,87
64322.0,87
64451.0,140
68371.0,68
64956.0,70
65106.0,143
64978.0,115
65804.0,88
66576.0,88
66581.0,88
66778.0,90
66750.0,76
66745.0,76
67048.0,76
67861.0,67
71821.0,96
71880.0,110
68420.0,80
71575.0,105
68729.0,115
68995.0,108
68669.0,84
68815.0,74
69871.0,89
70303.0,110
70907.0,118
70908.0,84
71037.0,74
75232.0,89
72201.0,68
73854.0,107
73688.0,117
74533.0,76
74293.0,91
75224.0,91
78225.0,115
76451.0,68
76281.0,95
76818.0,74
77019.0,68
77204.0,116
77493.0,104
77623.0,104
77648.0,95
77701.0,117
77831.0,105
78548.0,115
78797.0,116
82325.0,89
80167.0,74
79608.0,68
80859.0,75
81234.0,141
86217.0,88
86245.0,88
83616.0,118
84900.0,68
85437.0,67
85845.0,84
-1,-1
349.0,75
638.0,76
150.0,97
1843.0,76
1349.0,67
1997.0,89
1471.0,91
2700.0,87
3142.0,87
3795.0,68
3978.0,90
4634.0,116
5959.0,87
6728.0,91
10741.0,110
10753.0,115
7337.0,97
8360.0,76
8911.0,140
12932.0,87
22530.0,80
23673.0,107
28579.0,67
27493.0,67
27846.0,105
29372.0,116
30689.0,108
31586.0,74
31732.0,70
31808.0,67
31975.0,89
31950.0,68
33452.0,80
35638.0,67
35706.0,75
32439.0,75
33159.0,80
33654.0,80
33995.0,76
34319.0,108
34936.0,70
33972.0,74
35220.0,91
35141.0,104
33970.0,88
35287.0,107
35682.0,115
35493.0,80
39344.0,89
39594.0,110
39533.0,72
39428.0,76
36585.0,96
37672.0,95
37900.0,73
38068.0,110
38049.0,74
37951.0,75
38057.0,87
37853.0,110
38482.0,108
38731.0,73
38388.0,84
38666.0,73
38849.0,76
39069.0,91
42789.0,110
42590.0,70
42849.0,80
42905.0,96
42607.0,67
43195.0,67
39657.0,108
40034.0,110
42712.0,84
40501.0,141
40483.0,74
40204.0,143
40392.0,68
40439.0,76
40873.0,67
40442.0,84
40699.0,75
40908.0,110
40930.0,67
40739.0,70
41193.0,68
41249.0,95
40794.0,67
41560.0,73
41615.0,140
41995.0,88
41714.0,91
41692.0,91
41068.0,75
42046.0,105
42726.0,110
42877.0,67
45663.0,116
46640.0,96
46604.0,96
46607.0,96
46707.0,70
45211.0,118
45295.0,118
46564.0,80
43409.0,89
43367.0,70
43713.0,96
46347.0,67
44280.0,104
43845.0,80
43431.0,74
44676.0,72
44596.0,67
44539.0,141
44863.0,68
44898.0,76
45057.0,67
44469.0,91
44847.0,95
45056.0,80
45328.0,80
43920.0,73
43922.0,73
44937.0,76
45216.0,80
45328.0,67
45170.0,67
45245.0,115
45528.0,87
45399.0,88
45676.0,107
45987.0,68
46599.0,72
44182.0,67
45574.0,116
50106.0,73
50115.0,75
50384.0,142
47050.0,75
48395.0,118
48379.0,118
47017.0,107
49286.0,141
47065.0,74
49518.0,67
47279.0,95
46875.0,74
48402.0,73
48856.0,73
47688.0,142
47665.0,142
47755.0,68
47967.0,75
47566.0,84
47577.0,84
47928.0,95
47710.0,75
47075.0,67
48478.0,68
46971.0,74
46980.0,74
47046.0,74
47063.0,74
48740.0,67
48596.0,80
48644.0,74
48637.0,74
48761.0,75
47086.0,118
47042.0,118
48940.0,74
49054.0,74
48200.0,75
49302.0,74
48155.0,74
48208.0,74
48706.0,74
49322.0,105
48544.0,74
48538.0,74
49307.0,67
49580.0,67
48687.0,74
48535.0,74
53017.0,76
53345.0,105
53878.0,104
53817.0,76
53806.0,76
52936.0,68
50400.0,67
50658.0,68
50861.0,76
50810.0,88
50935.0,88
50520.0,96
53075.0,118
53055.0,118
51792.0,72
52676.0,73
52194.0,108
51928.0,68
52333.0,76
52141.0,95
52711.0,72
52697.0,72
50842.0,84
53034.0,72
53137.0,143
52679.0,90
53006.0,89
52601.0,74
51927.0,90
52684.0,84
53422.0,90
53389.0,90
53133.0,87
53122.0,67
53210.0,118
51098.0,142
52186.0,67
51106.0,142
53576.0,108
53509.0,107
53158.0,88
53734.0,107
57290.0,87
57080.0,88
57410.0,75
57430.0,75
54430.0,110
56193.0,67
56173.0,67
57480.0,140
57521.0,140
54622.0,74
54100.0,75
54245.0,140
54336.0,88
54342.0,88
54606.0,104
54782.0,88
54958.0,72
54296.0,67
54306.0,67
55217.0,73
55241.0,140
55293.0,76
55290.0,88
55710.0,75
56586.0,118
55253.0,68
55768.0,107
55246.0,73
55263.0,73
55052.0,67
55480.0,67
55512.0,67
55138.0,76
56669.0,80
56271.0,67
56879.0,67
57149.0,68
59354.0,68
59314.0,68
58895.0,142
58887.0,142
61022.0,141
60360.0,74
60326.0,74
57698.0,87
57764.0,88
59594.0,108
57811.0,68
57997.0,105
58633.0,87
58269.0,107
58090.0,87
58116.0,74
61023.0,84
60911.0,84
61196.0,84
61094.0,84
61066.0,84
57644.0,115
58408.0,80
61123.0,115
58677.0,145
61133.0,115
58464.0,75
58856.0,108
58492.0,75
58975.0,116
59189.0,75
58189.0,115
59619.0,115
59422.0,88
59536.0,107
59840.0,87
59860.0,96
59094.0,74
59111.0,74
60113.0,75
59969.0,87
59945.0,87
59607.0,88
59436.0,88
59523.0,88
59542.0,88
59472.0,88
59418.0,105
60041.0,87
60283.0,68
59586.0,142
60828.0,75
60605.0,84
63088.0,145
64641.0,97
63407.0,67
61427.0,87
61422.0,87
61567.0,76
61770.0,97
61566.0,68
61623.0,89
62344.0,67
64137.0,74
64154.0,74
61379.0,87
62002.0,67
61777.0,75
62227.0,107
61964.0,74
62685.0,145
62804.0,145
62939.0,145
61851.0,74
64276.0,76
62334.0,116
64635.0,97
62931.0,67
63341.0,105
62976.0,104
63635.0,67
63162.0,74
63450.0,87
64300.0,74
67969.0,95
68104.0,68
68198.0,73
68216.0,75
64819.0,115
64975.0,84
65305.0,76
67093.0,74
67058.0,74
68125.0,80
68070.0,80
68268.0,80
68256.0,80
68095.0,80
65691.0,74
65806.0,68
65683.0,89
67068.0,74
66185.0,107
66221.0,107
65924.0,107
66244.0,107
66143.0,107
66009.0,105
64958.0,72
