stoptime,end station id
31.0,118
2822.0,96
2965.0,95
5622.0,95
12576.0,87
22035.0,91
22785.0,67
22909.0,116
28567.0,107
25448.0,140
25562.0,74
25875.0,76
25660.0,107
25779.0,80
26612.0,68
27249.0,80
27303.0,67
27484.0,108
27661.0,107
27702.0,73
28162.0,141
27914.0,70
28007.0,74
32125.0,76
31854.0,67
32018.0,108
31721.0,96
32234.0,91
32361.0,80
29131.0,107
32210.0,80
29659.0,76
29397.0,72
29156.0,107
29744.0,89
29454.0,117
29567.0,70
29422.0,108
29854.0,72
30401.0,80
30572.0,70
30108.0,84
30931.0,68
30922.0,68
30741.0,80
31152.0,116
30586.0,95
30982.0,74
31035.0,67
30975.0,67
31226.0,72
31131.0,72
31019.0,80
31782.0,75
31810.0,117
31950.0,84
31903.0,68
31714.0,117
32031.0,110
31796.0,107
32568.0,74
35843.0,73
35794.0,107
32482.0,108
35333.0,96
32781.0,72
32676.0,84
33073.0,110
33011.0,116
33192.0,76
33424.0,73
33621.0,70
33546.0,89
33473.0,91
33787.0,107
35178.0,107
33991.0,70
33725.0,141
34108.0,72
34183.0,91
33803.0,67
33952.0,84
34346.0,141
34301.0,70
34125.0,68
34700.0,76
34838.0,91
34939.0,90
34720.0,143
35502.0,91
35370.0,96
39327.0,107
36204.0,70
36516.0,104
36027.0,67
36184.0,80
36421.0,108
36537.0,74
38887.0,107
36946.0,89
37312.0,89
37747.0,104
38208.0,96
38433.0,108
38067.0,67
38642.0,80
39073.0,80
39355.0,80
42397.0,74
40016.0,80
40177.0,141
40118.0,76
41249.0,107
41605.0,110
41772.0,80
41368.0,67
41686.0,70
41831.0,116
41745.0,110
41937.0,68
41800.0,70
40225.0,87
40252.0,87
42410.0,67
42361.0,117
42761.0,67
42463.0,80
42953.0,96
46710.0,88
46593.0,67
46690.0,67
43996.0,107
44325.0,96
43721.0,75
43684.0,75
44240.0,88
44376.0,89
44439.0,74
45077.0,75
45269.0,80
45888.0,110
45752.0,80
46099.0,108
46475.0,104
49289.0,80
46969.0,80
47255.0,116
50360.0,75
47304.0,105
47384.0,67
48007.0,107
48320.0,76
49334.0,67
48995.0,76
49389.0,68
49487.0,76
49440.0,87
49614.0,91
49068.0,105
50519.0,116
50605.0,80
51138.0,67
50786.0,76
51130.0,90
51713.0,80
51903.0,107
52112.0,68
52500.0,80
52639.0,105
53134.0,107
52657.0,108
53407.0,73
53414.0,95
53720.0,70
56560.0,67
57330.0,67
54214.0,107
54371.0,70
54021.0,107
54350.0,75
55113.0,75
55183.0,97
56276.0,72
56258.0,90
57092.0,89
57132.0,108
57107.0,95
61058.0,115
61125.0,67
57606.0,91
57819.0,80
57794.0,115
57616.0,67
58672.0,97
58653.0,110
58427.0,76
58678.0,68
59338.0,74
59510.0,75
59202.0,67
59278.0,104
59992.0,68
60269.0,89
60406.0,104
59768.0,110
60229.0,96
64615.0,96
64676.0,84
64056.0,74
61463.0,90
61780.0,87
61841.0,72
61565.0,115
61927.0,90
61896.0,104
62176.0,88
62401.0,104
62172.0,95
62251.0,95
62629.0,68
62697.0,74
62563.0,116
62774.0,115
62530.0,105
62281.0,73
62376.0,89
63045.0,91
62959.0,105
62800.0,88
63087.0,76
63317.0,96
63221.0,95
62961.0,89
63913.0,73
63823.0,90
63824.0,67
63687.0,75
63290.0,73
63813.0,90
64218.0,107
64149.0,143
63941.0,90
63699.0,145
67547.0,80
68351.0,90
68213.0,104
64833.0,143
65180.0,97
65233.0,84
65310.0,108
65333.0,104
65302.0,88
65917.0,90
66180.0,90
65993.0,88
66836.0,107
66720.0,107
66898.0,76
66556.0,96
67244.0,68
67182.0,88
67210.0,105
71697.0,68
71769.0,74
71915.0,74
71749.0,89
71795.0,96
71776.0,88
68996.0,87
68943.0,88
69414.0,76
69382.0,68
69508.0,74
68909.0,115
69757.0,74
69581.0,68
70375.0,118
70286.0,96
70463.0,110
70507.0,116
70820.0,88
70969.0,74
71391.0,88
75554.0,76
72673.0,67
72842.0,73
74014.0,76
74650.0,110
74576.0,74
74553.0,73
74815.0,91
77478.0,104
77614.0,67
78015.0,116
77406.0,108
82626.0,116
80622.0,96
86221.0,95
-1,-1
952.0,67
1353.0,76
4894.0,88
10231.0,118
8090.0,68
9216.0,68
22371.0,91
22425.0,88
23277.0,116
23195.0,67
24327.0,140
24148.0,91
28681.0,76
25298.0,70
25560.0,68
25896.0,76
25292.0,108
25925.0,72
26226.0,80
26791.0,108
27368.0,76
27593.0,107
27055.0,117
27831.0,141
27584.0,91
27598.0,80
27853.0,67
27904.0,107
28045.0,116
28117.0,80
27777.0,72
28135.0,70
28134.0,74
28602.0,97
32022.0,70
31744.0,96
32149.0,141
31950.0,80
32030.0,96
29085.0,68
32374.0,107
29241.0,74
28956.0,73
29360.0,74
32202.0,107
